seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr8	142517260	142517379	120	*	X119918	389690	142443929	142517330	73402	-	0	overlapStart	0	MROH5
chr8	142518427	142518758	332	*	X119919	389690	142443929	142517330	73402	-	1096	upstream	1096	MROH5
chr8	142518879	142518944	66	*	X119920	389690	142443929	142517330	73402	-	1548	upstream	1548	MROH5
chr8	143255735	143255738	4	*	X120328	100616268	143257700	143257779	80	+	1961	upstream	1961	MIR4472-1
chr8	143256584	143256733	150	*	X120329	100616268	143257700	143257779	80	+	966	upstream	966	MIR4472-1
chr8	143257205	143257444	240	*	X120330	100616268	143257700	143257779	80	+	255	upstream	255	MIR4472-1
chr8	143257724	143257858	135	*	X120331	100616268	143257700	143257779	80	+	0	overlapEnd	23	MIR4472-1
chr8	143277707	143277856	150	*	X120354	619434	143279717	143290364	10648	+	1860	upstream	1860	LINC00051
chr8	143485455	143485525	71	*	X120392	203062	143293441	143484543	191103	-	911	upstream	911	TSNARE1
chr8	143485833	143485941	109	*	X120393	203062	143293441	143484543	191103	-	1289	upstream	1289	TSNARE1
chr8	143486497	143486691	195	*	X120394	203062	143293441	143484543	191103	-	1953	upstream	1953	TSNARE1
chr8	143543607	143543743	137	*	X120457	575	143545377	143626368	80992	+	1633	upstream	1633	ADGRB1
chr8	143544069	143544263	195	*	X120458	575	143545377	143626368	80992	+	1113	upstream	1113	ADGRB1
chr8	143544449	143544560	112	*	X120459	575	143545377	143626368	80992	+	816	upstream	816	ADGRB1
chr8	143544695	143544908	214	*	X120460	575	143545377	143626368	80992	+	468	upstream	468	ADGRB1
chr8	143545184	143545272	89	*	X120461	575	143545377	143626368	80992	+	104	upstream	104	ADGRB1
chr8	143696775	143697265	491	*	X120597	23237	143692405	143695833	3429	-	941	upstream	941	ARC
chr8	143697668	143698015	348	*	X120598	23237	143692405	143695833	3429	-	1834	upstream	1834	ARC
chr8	143833818	143834025	208	*	X120636	137797	143831628	143833952	2325	-	0	overlapStart	0	LYPD2
chr8	143868585	143868737	153	*	X120652	8581	143866298	143868008	1711	-	576	upstream	576	LY6D
chr8	143869314	143869398	85	*	X120653	8581	143866298	143868008	1711	-	1305	upstream	1305	LY6D
chr8	143869613	143870168	556	*	X120654	8581	143866298	143868008	1711	-	1604	upstream	1604	LY6D
chr8	144242241	144242435	195	*	X120767	4062	144239331	144242053	2723	-	187	upstream	187	LY6H
chr8	144242451	144242600	150	*	X120768	4062	144239331	144242053	2723	-	397	upstream	397	LY6H
chr8	144243301	144243435	135	*	X120769	4062	144239331	144242053	2723	-	1247	upstream	1247	LY6H
chr8	144294433	144294495	63	*	X120811	338328	144295068	144299044	3977	+	572	upstream	572	GPIHBP1
chr8	144441718	144441979	262	*	X120850	116447	144391497	144442147	50651	-	0	inside	167	TOP1MT
chr8	144442451	144442453	3	*	X120851	116447	144391497	144442147	50651	-	303	upstream	303	TOP1MT
chr8	144443308	144443308	1	*	X120852	116447	144391497	144442147	50651	-	1160	upstream	1160	TOP1MT
chr8	144513919	144514020	102	*	X120907	389692	144510230	144512602	2373	-	1316	upstream	1316	MAFA
chr8	144514157	144514396	240	*	X120908	389692	144510230	144512602	2373	-	1554	upstream	1554	MAFA
chr8	144514562	144514691	130	*	X120909	389692	144510230	144512602	2373	-	1959	upstream	1959	MAFA
chr8	144678713	144678991	279	*	X120914	84948	144680074	144682485	2412	+	1082	upstream	1082	TIGD5
chr8	144679202	144679376	175	*	X120915	84948	144680074	144682485	2412	+	697	upstream	697	TIGD5
chr8	145086184	145086243	60	*	X120966	375686	145086582	145102015	15434	+	338	upstream	338	SPATC1
chr8	145086364	145086453	90	*	X120967	375686	145086582	145102015	15434	+	128	upstream	128	SPATC1
chr8	145514634	145514709	76	*	X120983	3297	145515270	145538385	23116	+	560	upstream	560	HSF1
chr8	145559405	145559656	252	*	X120996	83482	145554454	145559943	5490	-	0	inside	286	SCRT1
chr8	145634336	145634455	120	*	X121004	29894	145618446	145634733	16288	-	0	inside	277	CPSF1
chr8	145634533	145634540	8	*	X121005	29894	145618446	145634733	16288	-	0	inside	192	CPSF1
chr8	145653347	145653640	294	*	X121006	51160	145649000	145653927	4928	-	0	inside	286	VPS28
chr8	145653741	145653837	97	*	X121007	51160	145649000	145653927	4928	-	0	inside	89	VPS28
chr8	146017491	146017545	55	*	X121011	6132	146015154	146017805	2652	-	0	inside	259	RPL8
chr8	146277969	146278069	101	*	X121020	65265	146277824	146281416	3593	+	0	inside	144	C8orf33
chr9	974937	975056	120	*	X121043	58524	976968	991732	14765	+	1911	upstream	1911	DMRT3
chr9	975522	975641	120	*	X121044	58524	976968	991732	14765	+	1326	upstream	1326	DMRT3
chr9	976269	976359	91	*	X121045	58524	976968	991732	14765	+	608	upstream	608	DMRT3
chr9	2013625	2013654	30	*	X121060	6595	2015342	2193623	178282	+	1687	upstream	1687	SMARCA2
chr9	2621105	2621182	78	*	X121067	7436	2621793	2654485	32693	+	610	upstream	610	VLDLR
chr9	2622858	2623103	246	*	X121068	401491	2422702	2622373	199672	-	484	upstream	484	VLDLR-AS1
chr9	2623164	2623313	150	*	X121069	401491	2422702	2622373	199672	-	790	upstream	790	VLDLR-AS1
chr9	4299630	4299752	123	*	X121079	169792	3824128	4300035	475908	-	0	inside	282	GLIS3
chr9	4490227	4490393	167	*	X121080	6505	4490427	4587469	97043	+	33	upstream	33	SLC1A1
chr9	5231259	5231423	165	*	X121087	3641	5231419	5233967	2549	+	0	overlapStart	0	INSL4
chr9	5304657	5304836	180	*	X121088	6019	5299866	5304611	4746	-	45	upstream	45	RLN2
chr9	6646228	6646234	7	*	X121099	2731	6532464	6645692	113229	-	535	upstream	535	GLDC
chr9	10612597	10612897	301	*	X121111	5789	8314246	10612723	2298478	-	0	overlapStart	0	PTPRD
chr9	10613278	10613301	24	*	X121112	5789	8314246	10612723	2298478	-	554	upstream	554	PTPRD
chr9	10613482	10613781	300	*	X121113	5789	8314246	10612723	2298478	-	758	upstream	758	PTPRD
chr9	10613911	10613985	75	*	X121114	5789	8314246	10612723	2298478	-	1187	upstream	1187	PTPRD
chr9	14695098	14695262	165	*	X121155	340481	14555481	14693480	138000	-	1617	upstream	1617	ZDHHC21
chr9	16870355	16870495	141	*	X121189	54796	16409501	16870786	461286	-	0	inside	290	BNC2
chr9	16870983	16871235	253	*	X121190	54796	16409501	16870786	461286	-	196	upstream	196	BNC2
chr9	16871987	16872136	150	*	X121191	54796	16409501	16870786	461286	-	1200	upstream	1200	BNC2
chr9	19035035	19035062	28	*	X121207	158297	18927891	19033256	105366	-	1778	upstream	1778	SAXO1
chr9	19049564	19049639	76	*	X121208	10670	19049372	19051021	1650	+	0	inside	191	RRAGA
chr9	19230946	19231443	498	*	X121210	55667	19230763	19374137	143375	+	0	inside	182	DENND4C
chr9	21560091	21560206	116	*	X121234	554202	21454267	21559697	105431	-	393	upstream	393	MIR31HG
chr9	21965227	21965451	225	*	X121236	51198	21967138	21967753	616	+	1686	upstream	1686	CDKN2A-DT
chr9	21965789	21966006	218	*	X121237	51198	21967138	21967753	616	+	1131	upstream	1131	CDKN2A-DT
chr9	21966292	21966471	180	*	X121238	51198	21967138	21967753	616	+	666	upstream	666	CDKN2A-DT
chr9	21994327	21994340	14	*	X121242	100048912	21994790	22121093	126304	+	449	upstream	449	CDKN2B-AS1
chr9	21994327	21994340	14	*	X121242	1029	21967751	21994490	26740	-	0	inside	149	CDKN2A
chr9	21995107	21995571	465	*	X121243	1029	21967751	21994490	26740	-	616	upstream	616	CDKN2A
chr9	22446785	22446862	78	*	X121244	63951	22446840	22452472	5633	+	0	overlapStart	0	DMRTA1
chr9	26892393	26892572	180	*	X121246	79886	26840683	26892826	52144	-	0	inside	253	CAAP1
chr9	26946771	26946860	90	*	X121247	80173	26947037	27062931	115895	+	176	upstream	176	IFT74
chr9	26947812	26947888	77	*	X121248	9373	26903368	26947468	44101	-	343	upstream	343	PLAA
chr9	29212768	29212872	105	*	X121269	158038	27948084	29212998	1264915	-	0	inside	125	LINGO2
chr9	29213038	29213084	47	*	X121270	158038	27948084	29212998	1264915	-	39	upstream	39	LINGO2
chr9	32384840	32384974	135	*	X121274	48	32384601	32450832	66232	+	0	inside	238	ACO1
chr9	32526309	32526451	143	*	X121276	23586	32455300	32526322	71023	-	0	overlapStart	0	DDX58
chr9	32551190	32551222	33	*	X121277	100129250	32551142	32566858	15717	+	0	inside	47	SMIM27
chr9	32782696	32783100	405	*	X121284	401498	32783497	32789199	5703	+	396	upstream	396	TMEM215
chr9	32783357	32783580	224	*	X121285	401498	32783497	32789199	5703	+	0	overlapStart	0	TMEM215
chr9	33076263	33076577	315	*	X121292	55234	33041850	33076714	34865	-	0	inside	136	SMU1
chr9	33265216	33265515	300	*	X121303	573	33252470	33264759	12290	-	456	upstream	456	BAG1
chr9	33404135	33404344	210	*	X121304	364	33384948	33402517	17570	-	1617	upstream	1617	AQP7
chr9	33404450	33404455	6	*	X121305	364	33384948	33402517	17570	-	1932	upstream	1932	AQP7
chr9	33447830	33447935	106	*	X121331	360	33441152	33447631	6480	-	198	upstream	198	AQP3
chr9	33448371	33448520	150	*	X121332	360	33441152	33447631	6480	-	739	upstream	739	AQP3
chr9	33448836	33448970	135	*	X121333	360	33441152	33447631	6480	-	1204	upstream	1204	AQP3
chr9	33510992	33511141	150	*	X121334	441394	33504535	33511164	6630	-	0	inside	22	SUGT1P1
chr9	34048446	34048824	379	*	X121339	55833	33921691	34048947	127257	-	0	inside	122	UBAP2
chr9	34126814	34126982	169	*	X121340	25853	34086381	34126771	40391	-	42	upstream	42	DCAF12
chr9	34127013	34127028	16	*	X121341	25853	34086381	34126771	40391	-	241	upstream	241	DCAF12
chr9	34376492	34376641	150	*	X121345	57462	34368907	34376894	7988	-	0	inside	252	MYORG
chr9	34376672	34376780	109	*	X121346	57462	34368907	34376894	7988	-	0	inside	113	MYORG
chr9	34457137	34457397	261	*	X121348	27019	34458811	34520982	62172	+	1413	upstream	1413	DNAI1
chr9	34457443	34457514	72	*	X121349	27019	34458811	34520982	62172	+	1296	upstream	1296	DNAI1
chr9	34523380	34523490	111	*	X121367	375704	34521040	34523037	1998	-	342	upstream	342	ENHO
chr9	34524223	34524342	120	*	X121368	375704	34521040	34523037	1998	-	1185	upstream	1185	ENHO
chr9	34566537	34566579	43	*	X121390	415056	34568010	34583070	15061	+	1430	upstream	1430	CNTFR-AS1
chr9	34567146	34567265	120	*	X121391	415056	34568010	34583070	15061	+	744	upstream	744	CNTFR-AS1
chr9	34567945	34568109	165	*	X121392	415056	34568010	34583070	15061	+	0	overlapStart	0	CNTFR-AS1
chr9	34568301	34568420	120	*	X121393	415056	34568010	34583070	15061	+	0	inside	290	CNTFR-AS1
chr9	34590234	34590517	284	*	X121424	1271	34551430	34590138	38709	-	95	upstream	95	CNTFR
chr9	34590621	34590937	317	*	X121426	1271	34551430	34590138	38709	-	482	upstream	482	CNTFR
chr9	34590951	34591055	105	*	X121427	1271	34551430	34590138	38709	-	812	upstream	812	CNTFR
chr9	34591356	34591625	270	*	X121428	1271	34551430	34590138	38709	-	1217	upstream	1217	CNTFR
chr9	34591993	34592317	325	*	X121429	1271	34551430	34590138	38709	-	1854	upstream	1854	CNTFR
chr9	34627566	34627852	287	*	X121440	138715	34621455	34628011	6557	-	0	inside	158	ARID3C
chr9	34628076	34628225	150	*	X121441	138715	34621455	34628011	6557	-	64	upstream	64	ARID3C
chr9	34628316	34628630	315	*	X121442	138715	34621455	34628011	6557	-	304	upstream	304	ARID3C
chr9	34629246	34629320	75	*	X121443	138715	34621455	34628011	6557	-	1234	upstream	1234	ARID3C
chr9	34629471	34629572	102	*	X121444	138715	34621455	34628011	6557	-	1459	upstream	1459	ARID3C
chr9	34646761	34646865	105	*	X121445	2592	34646586	34650595	4010	+	0	inside	174	GALT
chr9	34957663	34957828	166	*	X121454	23349	34957521	34982541	25021	+	0	inside	141	PHF24
chr9	35102978	35103011	34	*	X121465	30968	35099889	35103154	3266	-	0	inside	142	STOML2
chr9	35604390	35605027	638	*	X121468	7016	35605281	35610038	4758	+	253	upstream	253	TESK1
chr9	35606222	35606239	18	*	X121471	100616214	35608091	35608156	66	+	1851	upstream	1851	MIR4667
chr9	35647214	35647261	48	*	X121484	971	35609976	35646854	36879	-	359	upstream	359	CD72
chr9	35647298	35647462	165	*	X121485	971	35609976	35646854	36879	-	443	upstream	443	CD72
chr9	35647643	35647746	104	*	X121486	971	35609976	35646854	36879	-	788	upstream	788	CD72
chr9	35648633	35648737	105	*	X121487	971	35609976	35646854	36879	-	1778	upstream	1778	CD72
chr9	35731627	35731866	240	*	X121491	10488	35732317	35737005	4689	+	450	upstream	450	CREB3
chr9	35731912	35731918	7	*	X121492	10488	35732317	35737005	4689	+	398	upstream	398	CREB3
chr9	35747951	35747991	41	*	X121493	9827	35749277	35753264	3988	+	1285	upstream	1285	RGP1
chr9	35748187	35748291	105	*	X121494	9827	35749277	35753264	3988	+	985	upstream	985	RGP1
chr9	35749403	35749726	324	*	X121495	9827	35749277	35753264	3988	+	0	inside	125	RGP1
chr9	35749403	35749726	324	*	X121495	57704	35736863	35749983	13121	-	0	inside	256	GBA2
chr9	35814763	35814803	41	*	X121496	84681	35812957	35815042	2086	-	0	inside	238	HINT2
chr9	35905017	35905151	135	*	X121502	646962	35906189	35907138	950	+	1037	upstream	1037	HRCT1
chr9	35905242	35905466	225	*	X121503	646962	35906189	35907138	950	+	722	upstream	722	HRCT1
chr9	36135246	36135410	165	*	X121514	152007	36136742	36163903	27162	+	1331	upstream	1331	GLIPR2
chr9	36135847	36136326	480	*	X121515	152007	36136742	36163903	27162	+	415	upstream	415	GLIPR2
chr9	36136627	36136653	27	*	X121516	152007	36136742	36163903	27162	+	88	upstream	88	GLIPR2
chr9	36136996	36137046	51	*	X121517	152007	36136742	36163903	27162	+	0	inside	253	GLIPR2
chr9	36168680	36168754	75	*	X121528	881	36169389	36171331	1943	+	634	upstream	634	CCIN
chr9	36168995	36169174	180	*	X121529	881	36169389	36171331	1943	+	214	upstream	214	CCIN
chr9	36864441	36864665	225	*	X121579	100616278	36864251	36864305	55	-	135	upstream	135	MIR4540
chr9	36864786	36864940	155	*	X121580	100616278	36864251	36864305	55	-	480	upstream	480	MIR4540
chr9	36865060	36865145	86	*	X121581	100616278	36864251	36864305	55	-	754	upstream	754	MIR4540
chr9	36865155	36865304	150	*	X121582	100616278	36864251	36864305	55	-	849	upstream	849	MIR4540
chr9	36865491	36865631	141	*	X121583	100616278	36864251	36864305	55	-	1185	upstream	1185	MIR4540
chr9	36866136	36866270	135	*	X121584	100616278	36864251	36864305	55	-	1830	upstream	1830	MIR4540
chr9	37034636	37034671	36	*	X121647	5079	36838531	37034476	195946	-	159	upstream	159	PAX5
chr9	37034761	37035015	255	*	X121648	5079	36838531	37034476	195946	-	284	upstream	284	PAX5
chr9	37035196	37035345	150	*	X121649	5079	36838531	37034476	195946	-	719	upstream	719	PAX5
chr9	37035371	37035825	455	*	X121650	5079	36838531	37034476	195946	-	894	upstream	894	PAX5
chr9	37035876	37035995	120	*	X121651	5079	36838531	37034476	195946	-	1399	upstream	1399	PAX5
chr9	37036356	37036505	150	*	X121652	5079	36838531	37034476	195946	-	1879	upstream	1879	PAX5
chr9	37464820	37465285	466	*	X121660	9925	37438100	37465407	27308	-	0	inside	121	ZBTB5
chr9	37486076	37486338	263	*	X121661	64425	37485945	37503693	17749	+	0	inside	130	POLR1E
chr9	37648980	37649132	153	*	X121667	22844	37651052	37746901	95850	+	1919	upstream	1919	FRMPD1
chr9	37649524	37649679	156	*	X121668	22844	37651052	37746901	95850	+	1372	upstream	1372	FRMPD1
chr9	37650270	37650674	405	*	X121669	22844	37651052	37746901	95850	+	377	upstream	377	FRMPD1
chr9	37650705	37650742	38	*	X121670	22844	37651052	37746901	95850	+	309	upstream	309	FRMPD1
chr9	37651124	37651224	101	*	X121671	22844	37651052	37746901	95850	+	0	inside	71	FRMPD1
chr9	71320604	71320734	131	*	X121770	8395	71320330	71624092	303763	+	0	inside	273	PIP5K1B
chr9	71939543	71939692	150	*	X121776	9413	71939488	72007370	67883	+	0	inside	54	FAM189A2
chr9	72286489	72287082	594	*	X121798	320	72042449	72287275	244827	-	0	inside	192	APBA1
chr9	72374537	72374665	129	*	X121799	375743	72324438	72374876	50439	-	0	inside	210	PTAR1
chr9	72436332	72436586	255	*	X121800	494558	72434321	72435655	1335	-	676	upstream	676	C9orf135-DT
chr9	72657257	72657391	135	*	X121805	256691	72658497	72841888	183392	+	1105	upstream	1105	MAMDC2
chr9	72658142	72658207	66	*	X121806	256691	72658497	72841888	183392	+	289	upstream	289	MAMDC2
chr9	72658645	72658756	112	*	X121807	256691	72658497	72841888	183392	+	0	inside	147	MAMDC2
chr9	72874621	72874755	135	*	X121814	100507299	72808914	72873790	64877	-	830	upstream	830	SMC5-DT
chr9	74061642	74061661	20	*	X121820	80036	73149966	74061820	911855	-	0	inside	158	TRPM3
chr9	74061987	74062181	195	*	X121821	80036	73149966	74061820	911855	-	166	upstream	166	TRPM3
chr9	74525169	74525303	135	*	X121826	138241	74526423	74599390	72968	+	1119	upstream	1119	C9orf85
chr9	74525319	74525380	62	*	X121827	138241	74526423	74599390	72968	+	1042	upstream	1042	C9orf85
chr9	77111953	77112015	63	*	X121836	6096	77112252	77302117	189866	+	236	upstream	236	RORB
chr9	77702918	77703010	93	*	X121844	26578	77703398	77762114	58717	+	387	upstream	387	OSTF1
chr9	77702918	77703010	93	*	X121844	54981	77676116	77703133	27018	-	0	inside	122	NMRK1
chr9	79520703	79520777	75	*	X121868	158471	79226292	79521003	294712	-	0	inside	225	PRUNE2
chr9	79520973	79520985	13	*	X121869	158471	79226292	79521003	294712	-	0	inside	17	PRUNE2
chr9	79521526	79521652	127	*	X121870	158471	79226292	79521003	294712	-	522	upstream	522	PRUNE2
chr9	79632645	79632779	135	*	X121875	442425	79634571	79635869	1299	+	1791	upstream	1791	FOXB2
chr9	79633227	79633409	183	*	X121876	442425	79634571	79635869	1299	+	1161	upstream	1161	FOXB2
chr9	80263349	80263498	150	*	X121906	9630	80037995	80263232	225238	-	116	upstream	116	GNA14
chr9	80911335	80911439	105	*	X121910	29968	80912059	80945009	32951	+	619	upstream	619	PSAT1
chr9	82185288	82185482	195	*	X121917	7091	82186878	82341656	154779	+	1395	upstream	1395	TLE4
chr9	82185579	82185748	170	*	X121918	7091	82186878	82341656	154779	+	1129	upstream	1129	TLE4
chr9	82186808	82186808	1	*	X121919	7091	82186878	82341656	154779	+	69	upstream	69	TLE4
chr9	84305581	84305657	77	*	X121928	7088	84198598	84303596	104999	-	1984	upstream	1984	TLE1
chr9	86594337	86594550	214	*	X121942	80010	86595637	86618987	23351	+	1086	upstream	1086	RMI1
chr9	88897723	88897811	89	*	X122026	51280	88641058	88897490	256433	-	232	upstream	232	GOLM1
chr9	88897723	88897811	89	*	X122026	81689	88879463	88897490	18028	-	232	upstream	232	ISCA1
chr9	88969263	88969334	72	*	X122027	79670	88902648	88969402	66755	-	0	inside	67	TUT7
chr9	89563073	89563162	90	*	X122045	100506834	89563613	89616948	53336	+	450	upstream	450	GAS1RR
chr9	89563073	89563162	90	*	X122045	2619	89559277	89562104	2828	-	968	upstream	968	GAS1
chr9	89763674	89763855	182	*	X122051	401535	89763559	89774641	11083	+	0	inside	114	LINC02872
chr9	90495760	90495858	99	*	X122070	286234	90497772	90503814	6043	+	1913	upstream	1913	SPATA31E1
chr9	91002717	91002851	135	*	X122092	10927	91002840	91093622	90783	+	0	overlapStart	0	SPIN1
chr9	91926469	91926655	187	*	X122118	100422936	91927140	91927221	82	+	484	upstream	484	MIR3153
chr9	92113248	92113350	103	*	X122141	10507	91975706	92112888	137183	-	359	upstream	359	SEMA4D
chr9	92113366	92113402	37	*	X122142	10507	91975706	92112888	137183	-	477	upstream	477	SEMA4D
chr9	92114191	92114310	120	*	X122143	10507	91975706	92112888	137183	-	1302	upstream	1302	SEMA4D
chr9	92114681	92114845	165	*	X122144	10507	91975706	92112888	137183	-	1792	upstream	1792	SEMA4D
chr9	92218205	92218324	120	*	X122163	10912	92219927	92221469	1543	+	1602	upstream	1602	GADD45G
chr9	92218985	92219149	165	*	X122164	10912	92219927	92221469	1543	+	777	upstream	777	GADD45G
chr9	92219180	92219200	21	*	X122165	10912	92219927	92221469	1543	+	726	upstream	726	GADD45G
chr9	92219710	92219809	100	*	X122166	10912	92219927	92221469	1543	+	117	upstream	117	GADD45G
chr9	92220101	92220370	270	*	X122167	10912	92219927	92221469	1543	+	0	inside	173	GADD45G
chr9	92253298	92253447	150	*	X122175	100129066	92254698	92334674	79977	+	1250	upstream	1250	LOC100129066
chr9	93345902	93346005	104	*	X122198	340515	93224714	93345028	120315	-	873	upstream	873	LINC01501
chr9	94713686	94713835	150	*	X122320	4920	94325373	94712444	387072	-	1241	upstream	1241	ROR2
chr9	94713852	94713956	105	*	X122321	4920	94325373	94712444	387072	-	1407	upstream	1407	ROR2
chr9	94903465	94903595	131	*	X122326	158314	94903749	94921890	18142	+	153	upstream	153	LINC00475
chr9	95086824	95086958	135	*	X122332	401541	95087741	95377437	289697	+	782	upstream	782	CENPP
chr9	95087274	95087599	326	*	X122333	401541	95087741	95377437	289697	+	141	upstream	141	CENPP
chr9	95087274	95087599	326	*	X122333	55035	95059640	95087876	28237	-	0	inside	276	NOL8
chr9	95088324	95088428	105	*	X122334	55035	95059640	95087876	28237	-	447	upstream	447	NOL8
chr9	95569846	95569980	135	*	X122340	138649	95571893	95650975	79083	+	1912	upstream	1912	ANKRD19P
chr9	95570491	95570610	120	*	X122341	138649	95571893	95650975	79083	+	1282	upstream	1282	ANKRD19P
chr9	95570806	95570853	48	*	X122342	138649	95571893	95650975	79083	+	1039	upstream	1039	ANKRD19P
chr9	95571055	95571189	135	*	X122343	138649	95571893	95650975	79083	+	703	upstream	703	ANKRD19P
chr9	95571241	95571264	24	*	X122344	138649	95571893	95650975	79083	+	628	upstream	628	ANKRD19P
chr9	95572005	95572314	310	*	X122345	138649	95571893	95650975	79083	+	0	inside	111	ANKRD19P
chr9	95709478	95709571	94	*	X122354	89846	95709601	95798518	88918	+	29	upstream	29	FGD3
chr9	95819452	95819601	150	*	X122370	203328	95820989	95847415	26427	+	1387	upstream	1387	SUSD3
chr9	96338139	96338321	183	*	X122394	5253	96338909	96441869	102961	+	587	upstream	587	PHF2
chr9	96718052	96718337	286	*	X122456	56033	96713909	96717608	3700	-	443	upstream	443	BARX1
chr9	96718562	96718681	120	*	X122457	56033	96713909	96717608	3700	-	953	upstream	953	BARX1
chr9	96718938	96719057	120	*	X122458	56033	96713909	96717608	3700	-	1329	upstream	1329	BARX1
chr9	96719267	96719386	120	*	X122459	56033	96713909	96717608	3700	-	1658	upstream	1658	BARX1
chr9	96792796	96792883	88	*	X122473	138639	96793076	96872138	79063	+	192	upstream	192	PTPDC1
chr9	97489066	97489161	96	*	X122482	84909	97488951	97849500	360550	+	0	inside	114	AOPEP
chr9	98279174	98279258	85	*	X122487	5727	98205264	98279247	73984	-	0	overlapStart	0	PTCH1
chr9	98279358	98279413	56	*	X122488	5727	98205264	98279247	73984	-	110	upstream	110	PTCH1
chr9	98279496	98279615	120	*	X122489	5727	98205264	98279247	73984	-	248	upstream	248	PTCH1
chr9	98280362	98280365	4	*	X122490	5727	98205264	98279247	73984	-	1114	upstream	1114	PTCH1
chr9	98280981	98281100	120	*	X122491	5727	98205264	98279247	73984	-	1733	upstream	1733	PTCH1
chr9	98784387	98784526	140	*	X122524	100188953	98782014	98784037	2024	-	349	upstream	349	LINC00092
chr9	98784572	98784604	33	*	X122525	100188953	98782014	98784037	2024	-	534	upstream	534	LINC00092
chr9	98784668	98784706	39	*	X122526	100188953	98782014	98784037	2024	-	630	upstream	630	LINC00092
chr9	98785022	98785078	57	*	X122527	100188953	98782014	98784037	2024	-	984	upstream	984	LINC00092
chr9	98785352	98785486	135	*	X122528	100188953	98782014	98784037	2024	-	1314	upstream	1314	LINC00092
chr9	99065851	99065990	140	*	X122567	3293	98997589	99064434	66846	-	1416	upstream	1416	HSD17B3
chr9	100394674	100394823	150	*	X122600	4686	100395705	100436029	40325	+	881	upstream	881	NCBP1
chr9	100394854	100394973	120	*	X122601	4686	100395705	100436029	40325	+	731	upstream	731	NCBP1
chr9	100395334	100395396	63	*	X122602	4686	100395705	100436029	40325	+	308	upstream	308	NCBP1
chr9	100613850	100613969	120	*	X122613	2304	100615537	100618997	3461	+	1567	upstream	1567	FOXE1
chr9	100614105	100614121	17	*	X122614	2304	100615537	100618997	3461	+	1415	upstream	1415	FOXE1
chr9	100614450	100614599	150	*	X122615	2304	100615537	100618997	3461	+	937	upstream	937	FOXE1
chr9	101471860	101471894	35	*	X122663	9568	101050364	101471479	421116	-	380	upstream	380	GABBR2
chr9	101704460	101704484	25	*	X122684	1306	101705995	101833074	127080	+	1510	upstream	1510	COL15A1
chr9	101704620	101704754	135	*	X122685	1306	101705995	101833074	127080	+	1240	upstream	1240	COL15A1
chr9	101866692	101866946	255	*	X122715	7046	101867412	101916473	49062	+	465	upstream	465	TGFBR1
chr9	101983694	101983813	120	*	X122722	10952	101984570	101992901	8332	+	756	upstream	756	SEC61B
chr9	101983844	101983894	51	*	X122723	10952	101984570	101992901	8332	+	675	upstream	675	SEC61B
chr9	102582726	102582875	150	*	X122736	8013	102584137	102629173	45037	+	1261	upstream	1261	NR4A3
chr9	102583509	102583613	105	*	X122737	8013	102584137	102629173	45037	+	523	upstream	523	NR4A3
chr9	102583641	102583719	79	*	X122738	8013	102584137	102629173	45037	+	417	upstream	417	NR4A3
chr9	102584019	102584210	192	*	X122739	8013	102584137	102629173	45037	+	0	overlapStart	0	NR4A3
chr9	102584220	102584446	227	*	X122740	8013	102584137	102629173	45037	+	0	inside	82	NR4A3
chr9	102668511	102668645	135	*	X122749	55014	102668915	102736818	67904	+	269	upstream	269	STX17
chr9	102668511	102668645	135	*	X122749	441461	102648600	102668883	20284	-	0	inside	237	STX17-DT
chr9	102861143	102861291	149	*	X122750	27130	102861502	103063426	201925	+	210	upstream	210	INVS
chr9	102861143	102861291	149	*	X122750	23071	102741463	102861330	119868	-	0	inside	38	ERP44
chr9	102862016	102862042	27	*	X122751	23071	102741463	102861330	119868	-	685	upstream	685	ERP44
chr9	103189273	103189303	31	*	X122752	91283	103189495	103214016	24522	+	191	upstream	191	MSANTD3
chr9	107526048	107526167	120	*	X122762	55335	107526451	107553175	26725	+	283	upstream	283	NIPSNAP3B
chr9	107526288	107526407	120	*	X122763	55335	107526451	107553175	26725	+	43	upstream	43	NIPSNAP3B
chr9	107690243	107690296	54	*	X122765	19	107543284	107690527	147244	-	0	inside	230	ABCA1
chr9	108423630	108423749	120	*	X122772	6887	108424738	108425385	648	+	988	upstream	988	TAL2
chr9	108456649	108456712	64	*	X122774	55151	108456806	108538892	82087	+	93	upstream	93	TMEM38B
chr9	109623942	109624015	74	*	X122779	58499	109625378	109773796	148419	+	1362	upstream	1362	ZNF462
chr9	109624241	109624330	90	*	X122780	58499	109625378	109773796	148419	+	1047	upstream	1047	ZNF462
chr9	109624603	109624924	322	*	X122781	58499	109625378	109773796	148419	+	453	upstream	453	ZNF462
chr9	109624978	109625097	120	*	X122782	58499	109625378	109773796	148419	+	280	upstream	280	ZNF462
chr9	109625278	109625487	210	*	X122783	58499	109625378	109773796	148419	+	0	overlapStart	0	ZNF462
chr9	109625578	109625827	250	*	X122784	58499	109625378	109773796	148419	+	0	inside	199	ZNF462
chr9	110045030	110045137	108	*	X122788	5887	110045517	110094475	48959	+	379	upstream	379	RAD23B
